PRET-HNUS	-0.600823132917	0.335505739729	1299279.84551	3.9193845886	0.697928451691
PRET-TDOU	-0.402820391475	0.53030098537	362919.495145	0.635357205928	3.7617855316
PRET-RBAY	-0.50257706046	0.559873456365	506395.936225	2.28993956829	5.46187018654
PRET-ULDI	-0.493711612043	0.548398595272	420902.863957	2.29604193635	5.46250410097
HNUS-PRET	-0.449108576424	0.493625108192	1299279.84551	0.777791935013	3.83952110528
HNUS-TDOU	-0.402820391475	0.53030098537	1661651.44576	0.764083560516	3.81076739368
HNUS-RBAY	-0.50257706046	0.559873456365	1368704.36284	1.15899188808	4.18206125182
HNUS-ULDI	-0.493711612043	0.548398595272	1343841.95095	1.09818887702	4.12815716252
TDOU-PRET	-0.449108576424	0.493625108192	362919.495145	3.77694985952	0.620192878012
TDOU-HNUS	-0.600823132917	0.335505739729	1661651.44576	3.90567621411	0.669174740093
TDOU-RBAY	-0.50257706046	0.559873456365	655542.324593	2.87314299998	6.02763152966
TDOU-ULDI	-0.493711612043	0.548398595272	586230.264771	2.95911955051	6.10852678503
RBAY-PRET	-0.449108576424	0.493625108192	506395.936225	5.43153222188	2.32027753295
RBAY-HNUS	-0.600823132917	0.335505739729	1368704.36284	4.30058454167	1.04046859823
RBAY-TDOU	-0.402820391475	0.53030098537	655542.324593	6.01473565357	2.88603887607
RBAY-ULDI	-0.493711612043	0.548398595272	85493.4681176	5.42843075493	2.29232069928
ULDI-PRET	-0.449108576424	0.493625108192	420902.863957	5.43763458994	2.32091144738
ULDI-HNUS	-0.600823132917	0.335505739729	1343841.95095	4.23978153061	0.986564508929
ULDI-TDOU	-0.402820391475	0.53030098537	586230.264771	6.1007122041	2.96693413144
ULDI-RBAY	-0.50257706046	0.559873456365	85493.4681176	2.28683810134	5.43391335287
